,Title,URL,Thumbnail,Thumbnail URL,Pred-1,Prob-1,Pred-2,Prob-2,Pred-3,Prob-3,Pred-4,Prob-4,AccGuess-1,AccPerct-1,AccGuess-2,AccPerct-2,AccGuess-3,AccPerct-3,AccGuess-4,AccPerct-4,AccGuess-5,AccPerct-5,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,profanity,words
29,This Kid is a Legend 😳😂,https://www.youtube.com/watch?v=yHnB16-0FdU,yHnB16-0FdU,http://img.youtube.com/vi/yHnB16-0FdU/hqdefault.jpg,ski_mask,56.21458888053894,mask,9.708032011985779,neck_brace,6.636934727430344,Band_Aid,3.628775104880333,person,96.10711932182312,,,,,,,,,0.023,0.0001,0.00053,0.00018,0.00118,0.00029,1,kid
30,"Bullet Song Lyrical (Telugu) | The Warriorr | Ram Pothineni, Krithi Shetty | Simbu | DSP | Lingusamy",https://www.youtube.com/watch?v=f0T6jFsWMak,f0T6jFsWMak,http://img.youtube.com/vi/f0T6jFsWMak/hqdefault.jpg,television,21.44342064857483,web_site,20.284417271614075,stage,7.777521014213562,balance_beam,6.182390078902245,person,99.08525943756104,person,99.00209903717041,,,,,,,0.00072,0.00011,0.00019,0.00011,0.00018,0.00014,0,None
31,full house VLOG | chill with Pandya's | shooting day,https://www.youtube.com/watch?v=EBjq5xEeSrc,EBjq5xEeSrc,http://img.youtube.com/vi/EBjq5xEeSrc/hqdefault.jpg,lab_coat,95.22054195404053,Windsor_tie,3.3389918506145477,barbershop,0.17795620951801538,stethoscope,0.15024567255750299,person,99.87159371376038,person,98.01413416862488,,,,,,,0.0007,0.00011,0.00018,0.00012,0.00018,0.00014,1,shooting
32,Tom & Jerry | Tom & Jerry in Full Screen | Classic Cartoon Compilation | WB Kids,https://www.youtube.com/watch?v=t0Q2otsqC4I,t0Q2otsqC4I,http://img.youtube.com/vi/t0Q2otsqC4I/hqdefault.jpg,comic_book,38.54672014713287,envelope,14.948317408561707,pick,6.979745626449585,Band_Aid,5.50248883664608,cup,90.57773947715759,cup,99.40126538276672,,,,,,,0.00112,0.0001,0.00019,0.00011,0.00019,0.00014,0,None
33,Mehabooba Main Teri Mehbooba (Official Video Song) | KGF Chapter 2 | Love Songs | Ananya Bhatt,https://www.youtube.com/watch?v=F-gmmschhmk,F-gmmschhmk,http://img.youtube.com/vi/F-gmmschhmk/hqdefault.jpg,oxygen_mask,27.28431224822998,gasmask,17.536506056785583,bow_tie,4.4732145965099335,Windsor_tie,4.103879630565643,person,99.95877742767334,person,99.77439045906067,,,,,,,0.00091,0.00011,0.00018,0.00011,0.00018,0.00014,0,None
34,Develop Laser-sharp Focus | बकध्यानं |Be Ideal Student-Part 2 | Swaminarayan Gurukul Hyderabad,https://www.youtube.com/watch?v=ll_WpMUfTQc,ll_WpMUfTQc,http://img.youtube.com/vi/ll_WpMUfTQc/hqdefault.jpg,mask,21.1252823472023,web_site,18.797549605369568,lab_coat,16.44662916660309,harmonica,5.950471013784409,person,99.29635524749756,,,,,,,,,0.00065,0.00012,0.00017,0.00013,0.00018,0.00014,0,None
35,Sheep Covered In 90-Pounds Of Wool Gets Life-Saving Makeover ❤️,https://www.youtube.com/watch?v=jo_CfOOTE4c,jo_CfOOTE4c,http://img.youtube.com/vi/jo_CfOOTE4c/hqdefault.jpg,barracouta,32.48380124568939,electric_ray,12.599751353263855,grey_whale,8.008988946676254,sturgeon,7.244148850440979,sheep,93.05344820022583,,,,,,,,,0.08623,0.00018,0.00106,0.00045,0.00359,0.00184,0,None
36,Ravanasura Full Movie Hindi Dubbed 2022 | Ravi Teja New Movie 2022 Full Hd Hindi Dubbed,https://www.youtube.com/watch?v=eWGDiz_G6_w,eWGDiz_G6_w,http://img.youtube.com/vi/eWGDiz_G6_w/hqdefault.jpg,fountain,46.9506710767746,television,15.21264910697937,triceratops,7.7895961701869965,home_theater,2.494559995830059,person,99.12388920783997,person,53.46074104309082,tie,64.36474919319153,chair,69.74652409553528,person,64.58854675292969,0.00088,0.00011,0.00018,0.00012,0.00018,0.00014,0,None
37,Shayad - Love Aaj Kal | Kartik Aryan | Sara Ali Khan | Randeep Hooda | Pritam | Arijit Singh | 4K,https://www.youtube.com/watch?v=mF2BHtQh4EI,mF2BHtQh4EI,http://img.youtube.com/vi/mF2BHtQh4EI/hqdefault.jpg,television,18.3657243847847,web_site,7.674862444400787,monitor,7.496173679828644,neck_brace,6.2981002032756805,person,82.95852541923523,couch,52.001458406448364,,,,,,,0.00115,0.0001,0.00019,0.0001,0.00019,0.00014,0,None
38,Sigmarule best women motivation #shorts,https://www.youtube.com/watch?v=3y_sbP8MWsU,3y_sbP8MWsU,http://img.youtube.com/vi/3y_sbP8MWsU/hqdefault.jpg,hair_spray,9.331744909286499,abaya,9.097875654697418,microphone,5.3560521453619,brassiere,5.002338066697121,person,96.41267657279968,,,,,,,,,0.00082,0.00011,0.00017,0.00011,0.00018,0.00014,0,None
39,Most Illogical Scenes In Bollywood Movies,https://www.youtube.com/watch?v=XvFmHBBHWuI,XvFmHBBHWuI,http://img.youtube.com/vi/XvFmHBBHWuI/hqdefault.jpg,brassiere,16.2684366106987,breastplate,11.325011402368546,vestment,8.236543834209442,apron,7.008668035268784,person,93.82686018943787,person,99.58527088165283,person,98.2503354549408,,,,,0.00076,0.00011,0.00017,0.00013,0.00019,0.00015,0,None
40,80's70's90's_सदाबहार_पुराने_गाने_💖💖💖अलका_याग्निक_उदित_नारायण_लता_मंगेशकर_कुमार_सानू(360p).mp4,https://www.youtube.com/watch?v=CMBbtlz6RvM,CMBbtlz6RvM,http://img.youtube.com/vi/CMBbtlz6RvM/hqdefault.jpg,comic_book,25.963550806045532,mask,19.883455336093903,web_site,17.64150559902191,jigsaw_puzzle,13.163536787033081,tv,63.039594888687134,person,93.19924712181091,,,,,,,0.00135,0.0001,0.00021,0.00012,0.00021,0.00015,0,None
41,How Many Fans Can An Arrow Go Through?,https://www.youtube.com/watch?v=zChZqun-oOs,zChZqun-oOs,http://img.youtube.com/vi/zChZqun-oOs/hqdefault.jpg,harp,6.468228995800018,plate_rack,5.369153618812561,plunger,5.138061568140984,bow,3.6318305879831314,person,99.8213529586792,,,,,,,,,0.00088,0.0001,0.00017,0.00012,0.00018,0.00014,0,None
42,Motu Patlu | मोटू पतलू S1 | Motu Ka Sapna | Episode 90 Part 1 | Download Voot Kids App,https://www.youtube.com/watch?v=og4LLqKdUnE,og4LLqKdUnE,http://img.youtube.com/vi/og4LLqKdUnE/hqdefault.jpg,mask,99.19670224189758,ski_mask,0.6343395914882421,piggy_bank,0.020319937902968377,jack-o'-lantern,0.010510283755138516,,,,,,,,,,,0.00107,0.0001,0.00019,0.00011,0.00019,0.00014,0,None
43,Old vs New Bollywood Mashup 2020 | Latest Bollywood Romantic songs Mashup_80's 90's Bollywood Mashup,https://www.youtube.com/watch?v=HTtuDh9rEPc,HTtuDh9rEPc,http://img.youtube.com/vi/HTtuDh9rEPc/hqdefault.jpg,web_site,43.04543733596802,comic_book,13.517387211322784,book_jacket,6.62904679775238,stage,4.594430327415466,person,99.40159320831299,person,74.70621466636658,,,,,,,0.00074,0.00011,0.00018,0.00012,0.00018,0.00013,0,None
44,Chup Chup Ke Rajpal Yadav Best Comedy | Bollywood Movie Scene,https://www.youtube.com/watch?v=T7B0J9KfB94,T7B0J9KfB94,http://img.youtube.com/vi/T7B0J9KfB94/hqdefault.jpg,stage,31.134897470474243,wig,18.173125386238098,marimba,8.692411333322525,web_site,6.548367440700531,person,99.96265172958374,person,99.35663342475891,,,,,,,0.00127,0.0001,0.00021,0.0001,0.00021,0.00015,0,None
45,😡😠Boys Transformation After His Insulting 💯💪Revenge Time 🔥| Boys Attitude Status 2022,https://www.youtube.com/watch?v=FvXOD-s-PW0,FvXOD-s-PW0,http://img.youtube.com/vi/FvXOD-s-PW0/hqdefault.jpg,hair_spray,7.362227141857147,sunscreen,7.227127254009247,jean,5.037307366728783,Band_Aid,4.216806590557098,person,62.79536485671997,person,99.95114207267761,person,97.0791220664978,,,,,0.04719,0.00014,0.00204,0.00018,0.00166,0.00032,0,None
46,"Taarak Mehta Ka Ooltah Chashmah - Full Episode 1061 - 12th April , 2018",https://www.youtube.com/watch?v=l9ZO_m7v5j8,l9ZO_m7v5j8,http://img.youtube.com/vi/l9ZO_m7v5j8/hqdefault.jpg,comic_book,19.31775063276291,stage,17.884239554405212,microphone,9.480777382850647,pick,6.839217990636826,person,99.96042251586914,,,,,,,,,0.00102,0.0001,0.0002,0.00011,0.00019,0.00014,0,None
47,"Saansein Dene Aana - OM | Aditya Roy K, Sanjana S | Raj Barman, Palak Muchhal, Chirantan B, Manoj Y",https://www.youtube.com/watch?v=REk0bN5Et9c,REk0bN5Et9c,http://img.youtube.com/vi/REk0bN5Et9c/hqdefault.jpg,web_site,32.40527808666229,hoopskirt,8.935518562793732,television,5.195116996765137,book_jacket,4.8637755215168,person,94.85312700271606,,,,,,,,,0.00108,0.0001,0.0002,0.00011,0.0002,0.00015,0,None
48,Arabic Kuthu - Video Song | Beast | Thalapathy Vijay | Pooja Hegde | Sun Pictures | Nelson | Anirudh,https://www.youtube.com/watch?v=KUN5Uf9mObQ,KUN5Uf9mObQ,http://img.youtube.com/vi/KUN5Uf9mObQ/hqdefault.jpg,book_jacket,74.53386187553406,comic_book,11.90490648150444,web_site,8.800096809864044,stage,1.5977272763848305,person,99.13198351860046,person,96.32222652435303,,,,,,,0.00086,0.00011,0.00019,0.00011,0.00018,0.00014,1,beast
49,Gentleman - Stand Up Comedy by Yash Rathi,https://www.youtube.com/watch?v=XBjsXDRxQEs,XBjsXDRxQEs,http://img.youtube.com/vi/XBjsXDRxQEs/hqdefault.jpg,web_site,16.945520043373108,bow_tie,8.85162279009819,Band_Aid,7.730694115161896,Windsor_tie,7.18289390206337,person,99.86987113952637,,,,,,,,,0.0037,0.0001,0.00034,0.0001,0.0003,0.00018,0,None
50,Gaani- AP DHILLON | GURINDER GILL | SHINDA KAHLON | GMINXR | PRISM REMIX,https://www.youtube.com/watch?v=PRwJGhm6WE8,PRwJGhm6WE8,http://img.youtube.com/vi/PRwJGhm6WE8/hqdefault.jpg,microphone,26.233887672424316,stage,23.016375303268433,book_jacket,21.633580327033997,pickelhaube,11.058595776557922,person,99.12609457969666,,,,,,,,,0.00096,0.0001,0.0002,0.0001,0.00018,0.00014,0,None
51,7 Weird Summer Gadgets ! 🥵,https://www.youtube.com/watch?v=I338ZBKPScg,I338ZBKPScg,http://img.youtube.com/vi/I338ZBKPScg/hqdefault.jpg,buckle,16.47150069475174,mask,8.960773050785065,muzzle,8.876941353082657,knee_pad,8.844222873449326,person,99.75051283836365,,,,,,,,,0.0192,0.00011,0.00061,0.00019,0.00068,0.00029,0,None
52,देखिए Dr. Gulati के Thug Life को | The Kapil Sharma Show | Most Viewed,https://www.youtube.com/watch?v=9YSbflKeOZQ,9YSbflKeOZQ,http://img.youtube.com/vi/9YSbflKeOZQ/hqdefault.jpg,wig,38.731855154037476,microphone,9.15357992053032,web_site,7.399121671915054,bolo_tie,5.5400799959897995,person,99.66199994087219,tie,92.12007522583008,,,,,,,0.0008,0.00011,0.00018,0.00011,0.00018,0.00014,0,None
53,"लेटेस्ट नई रिलीज़ मूवी हिंदी डब में | नई साउथ एक्शन मूवी हिंदी में | लव स्टोरी राम चरण, रकुल प्रीत",https://www.youtube.com/watch?v=m7K5rjnR7EA,m7K5rjnR7EA,http://img.youtube.com/vi/m7K5rjnR7EA/hqdefault.jpg,neck_brace,44.59755718708038,ski_mask,10.563280433416367,abaya,5.798216536641121,wig,4.712015390396118,person,99.98034834861755,person,99.15741682052612,person,68.33027601242065,person,77.30814218521118,person,98.6773133277893,0.00131,0.0001,0.0002,0.00014,0.0002,0.00015,0,None
54,Best song of Arjit sing ❣️❣️❣️❣️,https://www.youtube.com/watch?v=h3sxUR6i8tc,h3sxUR6i8tc,http://img.youtube.com/vi/h3sxUR6i8tc/hqdefault.jpg,loupe,15.354302525520325,microphone,12.486828863620758,web_site,6.521870195865631,comic_book,4.7002870589494705,person,98.37989211082458,,,,,,,,,0.0007,0.00012,0.00018,0.00012,0.00018,0.00014,0,None
55,हिंदी Oggy and the Cockroaches 🔧 KEYS & IDEAS 🔧 Hindi Cartoons for Kids,https://www.youtube.com/watch?v=MUMCZZl9QCY,MUMCZZl9QCY,http://img.youtube.com/vi/MUMCZZl9QCY/hqdefault.jpg,envelope,25.138500332832336,jersey,5.276091769337654,web_site,5.041275545954704,rapeseed,3.4719161689281464,,,,,,,,,,,0.01039,0.0001,0.00053,0.00016,0.00062,0.00027,0,None
56,Mehabooba Main Teri Mehbooba FULL HD | Ananya Bhat | KGF Chapter 2 | Yash | Sonu Singh KDM,https://www.youtube.com/watch?v=ovci2MZp-_U,ovci2MZp-_U,http://img.youtube.com/vi/ovci2MZp-_U/hqdefault.jpg,wig,16.627691686153412,mask,12.132210284471512,abaya,5.5664487183094025,Windsor_tie,5.1265861839056015,person,99.9739944934845,person,99.87351298332214,,,,,,,0.00136,0.0001,0.00022,0.0001,0.0002,0.00015,0,None
57,Damn Nature You Scary | Funny Scary Animal Encounters,https://www.youtube.com/watch?v=XnitQYkYYcw,XnitQYkYYcw,http://img.youtube.com/vi/XnitQYkYYcw/hqdefault.jpg,ox,23.082681000232697,boxer,7.803886383771896,oxcart,7.047833502292633,limousine,6.215881556272507,car,96.73260450363159,cow,92.20346212387085,person,92.79338717460632,person,59.6096932888031,person,50.89654326438904,0.66505,0.00292,0.37675,0.00087,0.04347,0.00113,1,damn
